id_cliente,idade,renda,valor_divida,dias_atraso,numero_contatos,canal_contato,regiao,acordo_ofertado,pagamento_realizado
1061,47,3487,3090,375,1,Email,Centro-Oeste,0,0
1062,60,17974,7872,291,6,Telefone,Sul,0,1
1063,65,14448,4073,207,2,WhatsApp,Sudeste,1,1
1064,34,14526,3478,519,13,WhatsApp,Nordeste,0,0
1065,43,4273,43907,242,2,Email,Nordeste,1,0
1066,53,14659,9922,622,13,Telefone,Centro-Oeste,0,1
1067,18,11378,44126,114,6,Telefone,Norte,1,1
1068,25,11678,24197,302,11,WhatsApp,Sul,1,0
1069,66,11877,31320,276,2,Telefone,Centro-Oeste,1,1
1070,52,8847,38243,96,14,Email,Norte,1,1
1071,69,2508,5425,294,14,WhatsApp,Norte,1,0
1072,32,5283,29930,701,4,WhatsApp,Norte,1,0
1073,64,5798,29334,360,7,WhatsApp,Nordeste,0,0
1074,73,6168,24935,288,13,Telefone,Sul,1,0
1075,39,3552,22176,154,12,WhatsApp,Sul,1,0
1076,31,3216,44054,570,3,WhatsApp,Centro-Oeste,0,0
1077,43,1810,20314,423,6,WhatsApp,Sudeste,1,1
1078,45,15891,15216,50,6,Telefone,Centro-Oeste,1,1
1079,40,2760,28028,207,1,WhatsApp,Sul,1,0
1080,31,14657,2495,564,13,WhatsApp,Nordeste,1,1
1081,41,12960,22914,662,7,Email,Centro-Oeste,1,1
1082,19,18468,14344,565,9,Email,Sudeste,1,1
1083,62,15511,37159,213,11,WhatsApp,Centro-Oeste,0,0
1084,43,4366,16022,66,9,Telefone,Norte,0,0
1085,31,15865,40413,232,14,Telefone,Sudeste,0,0
1086,73,7398,8998,663,13,WhatsApp,Norte,0,0
1087,68,19895,42822,717,8,WhatsApp,Nordeste,0,0
1088,24,7751,2602,320,5,WhatsApp,Sul,1,1
1089,20,6439,36298,137,13,WhatsApp,Centro-Oeste,0,0
1090,64,5506,9024,647,4,WhatsApp,Centro-Oeste,1,0
1091,40,3125,31346,566,0,Email,Norte,1,0
1092,63,12456,8607,65,0,WhatsApp,Norte,1,1
1093,60,18774,49894,514,8,Telefone,Sul,1,1
1094,64,7578,18768,132,13,WhatsApp,Centro-Oeste,0,0
1095,62,10423,48203,334,3,Telefone,Sul,0,0
1096,35,5461,24899,32,0,WhatsApp,Norte,1,1
1097,55,10306,10124,498,10,Telefone,Norte,1,1
1098,52,19603,27626,243,9,Telefone,Sudeste,1,1
1099,68,15058,23631,192,11,Telefone,Norte,1,1
1100,32,8186,49091,142,2,WhatsApp,Norte,0,1
1101,42,3087,21214,660,5,Telefone,Sul,0,1
1102,72,11303,41131,601,13,Email,Sudeste,1,0
1103,54,18780,36377,561,10,Telefone,Sudeste,0,0
1104,45,11850,19070,648,12,WhatsApp,Centro-Oeste,1,1
1105,27,12954,12982,191,12,Telefone,Nordeste,1,0
1106,56,17349,34818,149,10,WhatsApp,Centro-Oeste,0,1
1107,74,8337,33914,599,7,Email,Centro-Oeste,1,0
1108,34,2949,21540,416,12,Telefone,Centro-Oeste,1,0
1109,56,6954,13907,520,9,WhatsApp,Sudeste,1,0
1110,39,10924,45968,16,1,WhatsApp,Sul,0,0
1111,43,5617,33805,106,7,WhatsApp,Norte,1,1
1112,61,10369,14666,283,13,Email,Sudeste,0,0
1113,42,12350,7072,104,12,WhatsApp,Norte,1,1
1114,34,19912,33502,361,0,WhatsApp,Norte,1,1
1115,30,15843,27472,658,10,Email,Nordeste,0,1
1116,37,8345,47335,35,1,WhatsApp,Centro-Oeste,0,0
1117,42,6124,42964,113,7,WhatsApp,Nordeste,0,0
1118,21,10348,47418,308,6,Telefone,Centro-Oeste,1,1
1119,27,18049,23423,53,4,WhatsApp,Sudeste,0,1
1120,20,14636,2409,81,14,WhatsApp,Norte,1,1
1121,58,2089,45418,616,12,WhatsApp,Nordeste,0,0
1122,62,8009,33348,369,9,Telefone,Sudeste,1,0
1123,35,9193,2583,242,1,Email,Sudeste,1,1
1124,64,10954,46646,31,8,WhatsApp,Centro-Oeste,1,1
1125,53,17955,48485,704,4,WhatsApp,Norte,1,1
1126,64,13208,17640,361,7,WhatsApp,Centro-Oeste,0,0
1127,39,14442,3170,233,12,Email,Centro-Oeste,1,1
1128,51,18152,37019,610,3,WhatsApp,Sudeste,1,1
1129,64,11468,45012,34,13,Email,Centro-Oeste,1,1
1130,25,3962,38529,243,8,WhatsApp,Sul,1,0
1131,57,10960,15191,59,9,Email,Norte,1,1
1132,66,2515,40120,529,6,Telefone,Centro-Oeste,1,0
1133,61,10775,34762,78,1,Telefone,Centro-Oeste,1,1
1134,36,14769,26095,718,2,WhatsApp,Nordeste,0,0
1135,59,1906,33940,302,13,Telefone,Norte,1,0
1136,58,8884,9130,678,1,WhatsApp,Norte,1,0
1137,54,12768,31750,112,4,WhatsApp,Centro-Oeste,1,1
1138,23,18869,29298,413,1,WhatsApp,Sul,1,1
1139,69,13295,43536,317,4,Email,Nordeste,1,1
1140,43,5985,33712,145,12,Telefone,Sul,0,0
1141,51,10401,42425,668,8,Telefone,Centro-Oeste,1,0
1142,73,4118,12482,690,1,Telefone,Norte,1,0
1143,62,11103,9155,648,8,WhatsApp,Norte,0,0
1144,23,8428,19082,18,6,Email,Sul,1,1
1145,54,6868,35555,351,6,Telefone,Sudeste,0,0
1146,74,6121,45225,155,13,Telefone,Centro-Oeste,0,0
1147,50,16219,4508,506,4,WhatsApp,Norte,1,0
1148,70,12626,44964,360,7,Email,Sudeste,1,0
1149,39,9066,42372,332,6,Email,Norte,1,0
1150,38,13806,996,528,5,Telefone,Norte,1,1
1151,23,16586,34731,12,1,WhatsApp,Sudeste,1,1
1152,23,18887,23712,75,5,Telefone,Sul,1,1
1153,72,19823,21137,212,13,Telefone,Centro-Oeste,0,1
1154,65,19519,45727,691,1,WhatsApp,Sudeste,1,1
1155,21,11390,17377,641,0,WhatsApp,Sudeste,1,0
1156,47,9595,18310,283,8,WhatsApp,Norte,1,0
1157,28,14219,10384,195,12,Telefone,Sudeste,0,1
1158,47,11783,3223,30,4,WhatsApp,Centro-Oeste,1,1
1159,48,19779,5261,9,9,WhatsApp,Sul,1,1
1160,41,15731,8130,309,9,Telefone,Sul,1,1
1161,72,16198,16875,445,3,Telefone,Sul,0,0
1162,26,18957,42009,310,11,WhatsApp,Centro-Oeste,0,1
1163,72,6684,25718,677,10,WhatsApp,Norte,0,0
1164,20,3902,31065,705,7,Email,Centro-Oeste,1,0
1165,68,6395,37618,426,14,Telefone,Sudeste,1,0
1166,48,12904,33475,704,4,WhatsApp,Nordeste,0,0
1167,57,16661,27573,591,13,Email,Nordeste,0,0
1168,54,10843,4690,691,6,WhatsApp,Nordeste,0,0
1169,53,12137,2383,91,2,Email,Sul,1,1
1170,41,3456,3386,456,14,WhatsApp,Centro-Oeste,0,0
1171,48,8523,9453,444,7,WhatsApp,Centro-Oeste,1,1
1172,23,15562,8881,79,7,WhatsApp,Sul,0,1
1173,19,15833,23738,475,2,WhatsApp,Sudeste,1,1
1174,37,5407,14295,103,8,Telefone,Nordeste,1,0
1175,45,2307,30928,623,13,Telefone,Nordeste,0,0
1176,28,15531,10138,456,7,Email,Sul,1,1
1177,21,6327,5431,314,0,WhatsApp,Nordeste,1,0
1178,32,15199,43123,247,7,WhatsApp,Norte,1,1
1179,23,6024,38992,234,11,WhatsApp,Centro-Oeste,1,1
1180,71,16693,26911,594,10,WhatsApp,Nordeste,0,0
1181,66,17723,45688,644,14,Telefone,Nordeste,1,0
1182,47,6813,21034,235,3,WhatsApp,Norte,1,1
1183,73,15098,37328,387,5,Telefone,Sudeste,1,1
1184,55,14558,29681,611,13,Telefone,Sudeste,1,1
1185,68,18641,38033,38,12,WhatsApp,Norte,0,1
1186,74,6387,20496,161,9,Telefone,Sudeste,0,0
1187,19,5354,7053,462,8,WhatsApp,Sul,1,1
1188,32,13958,40646,449,4,WhatsApp,Norte,1,0
1189,28,16036,18573,117,6,Telefone,Centro-Oeste,1,1
1190,25,5058,7630,241,12,WhatsApp,Centro-Oeste,0,1
1191,43,11272,29905,26,14,WhatsApp,Centro-Oeste,1,1
1192,68,18845,36454,648,0,Telefone,Nordeste,1,1
1193,62,5075,6289,562,8,WhatsApp,Norte,1,1
1194,61,3918,29430,298,13,Telefone,Norte,0,0
1195,22,5698,49390,154,5,WhatsApp,Sudeste,0,0
1196,23,2501,18029,652,10,WhatsApp,Norte,0,0
1197,43,8619,8442,468,3,Email,Norte,0,0
1198,71,11173,8048,49,5,Telefone,Sudeste,1,1
1199,21,6816,18796,654,4,WhatsApp,Norte,1,0
1200,36,17744,32744,46,2,WhatsApp,Norte,1,1
1201,37,18306,796,675,6,Email,Sul,0,1
1202,50,13373,2909,285,2,WhatsApp,Sudeste,1,1
1203,37,5766,34729,628,12,Telefone,Sul,1,0
1204,66,9049,31346,82,13,Telefone,Nordeste,0,0
1205,29,12089,35536,44,14,Telefone,Sudeste,1,1
1206,64,3157,39822,706,12,Telefone,Norte,1,0
1207,18,8263,49659,273,1,Telefone,Norte,1,0
1208,43,4664,27667,394,13,Telefone,Sul,0,0
1209,31,19937,29491,595,3,Email,Sul,1,1
1210,55,9979,18301,58,6,Telefone,Nordeste,1,1
1211,54,7237,7858,565,4,WhatsApp,Nordeste,1,1
1212,28,19331,23088,1,13,WhatsApp,Norte,1,1
1213,53,7509,18171,216,8,Telefone,Centro-Oeste,0,0
1214,30,18491,18002,317,9,Email,Nordeste,1,1
1215,60,6052,25628,228,14,WhatsApp,Norte,1,1
1216,20,19648,32145,473,6,WhatsApp,Nordeste,1,1
1217,50,10917,8137,484,11,Email,Sudeste,0,1
1218,23,10721,1160,671,13,Telefone,Sul,1,0
1219,67,4171,42175,287,8,WhatsApp,Norte,1,0
1220,73,8019,7422,511,13,Telefone,Nordeste,1,0
1221,27,5462,28661,578,8,Email,Sul,1,0
1222,22,14234,45221,458,11,Email,Centro-Oeste,1,1
1223,40,14622,4470,95,1,Telefone,Nordeste,1,1
1224,27,5222,3907,493,14,WhatsApp,Norte,1,0
1225,61,6406,28343,150,0,Email,Sudeste,0,0
1226,19,8763,9546,23,10,Telefone,Sul,0,0
1227,30,15199,24300,215,3,Email,Sul,1,1
1228,57,12588,15047,399,3,WhatsApp,Sudeste,1,1
1229,19,2308,38028,410,12,WhatsApp,Norte,1,0
1230,37,10670,31889,131,1,WhatsApp,Centro-Oeste,0,0
1231,18,17760,30846,148,2,WhatsApp,Sudeste,0,1
1232,54,18609,23248,381,2,Telefone,Centro-Oeste,1,1
1233,26,12193,46733,109,4,Email,Norte,1,1
1234,34,9201,37355,552,0,Telefone,Nordeste,1,0
1235,26,19100,26348,121,8,Email,Nordeste,1,1
1236,28,15691,8107,295,7,WhatsApp,Norte,0,0
1237,32,18856,37287,120,7,Telefone,Centro-Oeste,1,1
1238,41,15204,34083,456,2,Email,Sudeste,1,0
1239,55,3623,13063,530,1,Telefone,Norte,1,0
1240,72,13033,46560,169,0,Telefone,Norte,0,0
1241,52,18108,49426,710,11,Telefone,Nordeste,0,0
1242,47,15948,34190,143,5,Telefone,Sudeste,1,1
1243,48,16086,46197,37,12,WhatsApp,Nordeste,0,0
1244,66,3314,29676,698,9,Email,Centro-Oeste,0,0
1245,22,14501,15425,261,0,Email,Centro-Oeste,0,1
1246,61,18990,21751,231,13,WhatsApp,Sul,1,1
1247,67,18008,18148,254,10,Telefone,Norte,0,1
1248,31,14880,20608,329,4,Telefone,Sudeste,1,1
1249,70,16906,11479,297,8,Telefone,Sudeste,1,1
1250,73,4431,3222,10,10,Telefone,Nordeste,1,1
1251,28,15067,5855,446,8,Email,Nordeste,1,1
1252,26,15538,46569,230,12,WhatsApp,Sudeste,1,1
1253,51,13817,29299,536,11,WhatsApp,Nordeste,1,1
1254,29,4471,35818,78,14,Email,Sul,0,0
1255,52,3517,33205,425,3,Telefone,Norte,1,0
1256,52,3915,44409,193,6,Email,Sul,1,0
1257,18,3109,23570,401,13,WhatsApp,Centro-Oeste,1,1
1258,57,2217,11784,109,10,WhatsApp,Sudeste,1,1
1259,39,14162,22237,263,6,Email,Sul,1,1
1260,46,8282,23741,329,3,WhatsApp,Sul,1,0
1261,25,2548,27914,363,4,Email,Nordeste,1,0
1262,28,13118,21395,378,10,Email,Nordeste,1,0
1263,58,9807,27271,341,8,Telefone,Nordeste,1,1
1264,54,9405,1884,259,6,WhatsApp,Centro-Oeste,1,1
1265,31,11493,23189,335,6,Telefone,Sul,1,1
1266,47,11838,27975,85,9,Email,Norte,1,1
1267,52,7078,8752,522,6,WhatsApp,Nordeste,0,0
1268,38,15334,31344,571,14,WhatsApp,Centro-Oeste,0,0
1269,54,19504,30651,308,8,WhatsApp,Centro-Oeste,0,0
1270,22,8048,40506,262,4,WhatsApp,Nordeste,0,0
1271,36,8881,23865,631,5,Email,Sudeste,1,0
1272,31,4441,6526,680,2,Email,Sul,0,0
1273,43,7195,33267,701,0,Email,Nordeste,1,0
1274,21,7901,29023,452,10,Telefone,Norte,0,0
1275,42,16679,10982,251,11,Telefone,Sul,0,1
1276,62,15956,47069,324,1,WhatsApp,Centro-Oeste,0,0
1277,59,14597,49388,229,7,Telefone,Norte,1,1
1278,42,7697,48848,702,12,Telefone,Sul,1,1
1279,35,6950,41932,636,0,Email,Norte,1,0
1280,57,19437,25608,596,9,Email,Centro-Oeste,1,1
1281,25,18896,993,297,6,Email,Nordeste,1,1
1282,56,9878,16965,237,4,Email,Norte,1,1
1283,57,3381,40267,625,12,Email,Nordeste,0,0
1284,31,8299,30050,217,5,WhatsApp,Centro-Oeste,0,0
1285,49,16097,14333,246,7,Email,Centro-Oeste,0,0
1286,68,15175,3470,448,3,Telefone,Norte,0,1
1287,55,6086,33279,319,5,WhatsApp,Norte,0,0
1288,50,9930,30458,432,13,WhatsApp,Centro-Oeste,0,0
1289,40,3845,48819,404,10,Telefone,Norte,1,1
1290,32,17959,17645,37,2,WhatsApp,Norte,1,1
1291,50,11048,36453,576,6,WhatsApp,Norte,0,0
1292,42,7377,49677,342,1,Telefone,Norte,1,0
1293,34,8285,2306,389,11,Email,Sul,1,1
1294,50,17333,6164,34,7,Email,Centro-Oeste,0,1
1295,64,6422,29400,39,12,WhatsApp,Centro-Oeste,1,1
1296,72,6186,14626,579,6,WhatsApp,Sudeste,0,0
1297,19,15907,46162,209,11,WhatsApp,Nordeste,0,1
1298,31,19786,5654,152,11,WhatsApp,Sudeste,1,1
1299,70,13705,22708,365,7,WhatsApp,Norte,1,1
1300,57,14679,14267,199,1,Email,Norte,0,0
1301,57,19943,20543,601,2,Telefone,Sul,1,1
1302,68,18024,48494,79,11,WhatsApp,Sul,1,1
1303,56,19673,2025,477,3,WhatsApp,Sul,1,1
1304,68,1516,34028,434,11,Telefone,Sul,1,0
1305,23,14874,17478,32,8,Telefone,Sul,1,1
1306,23,18348,47148,87,11,WhatsApp,Sul,1,1
1307,20,19711,1555,551,11,Email,Sul,0,1
1308,24,7456,10546,393,4,WhatsApp,Sul,1,0
1309,68,17973,36351,613,5,WhatsApp,Sul,1,1
1310,25,6315,16178,244,0,WhatsApp,Centro-Oeste,0,0
1311,59,4343,45376,232,3,Telefone,Sul,1,0
1312,69,17472,27124,580,13,WhatsApp,Nordeste,1,1
1313,32,18853,42918,192,3,WhatsApp,Sul,0,1
1314,64,2594,39225,540,9,WhatsApp,Norte,0,0
1315,46,7624,5755,270,7,Telefone,Norte,0,1
1316,50,2904,9911,77,7,WhatsApp,Sul,1,0
1317,69,5482,49612,167,9,WhatsApp,Sul,0,0
1318,47,14015,42959,284,5,WhatsApp,Norte,0,0
1319,56,17290,36663,704,7,WhatsApp,Nordeste,0,0
1320,44,13705,34471,89,8,Telefone,Sudeste,1,1
1321,53,14248,31735,544,4,WhatsApp,Centro-Oeste,1,0
1322,46,4592,19694,649,0,WhatsApp,Norte,1,0
1323,55,15471,19976,156,0,Telefone,Sul,0,1
1324,74,16116,3544,250,1,WhatsApp,Centro-Oeste,1,1
1325,50,6433,40540,95,1,WhatsApp,Sul,1,1
1326,54,6426,21557,17,4,WhatsApp,Sudeste,1,0
1327,44,5469,4014,117,6,Email,Sudeste,1,1
1328,72,4465,10490,333,6,Telefone,Norte,0,0
1329,50,5819,39460,522,14,Email,Centro-Oeste,0,0
1330,21,10475,44035,80,3,Email,Centro-Oeste,0,0
1331,39,8608,49796,646,12,Email,Sudeste,1,0
1332,19,10641,8007,432,3,Telefone,Sul,1,1
1333,27,17928,5357,203,13,Telefone,Norte,1,1
1334,22,3310,12618,116,13,WhatsApp,Nordeste,1,1
1335,27,11773,3646,220,10,WhatsApp,Sudeste,1,1
1336,50,10521,26901,253,14,Telefone,Sudeste,0,0
1337,71,19793,26677,169,9,Email,Norte,0,1
1338,55,7864,39024,316,2,WhatsApp,Sul,1,0
1339,30,4081,4914,717,10,Telefone,Centro-Oeste,1,0
1340,48,2191,17994,372,1,WhatsApp,Sudeste,1,0
1341,64,2431,20937,583,2,WhatsApp,Norte,1,0
1342,53,14628,4437,156,7,WhatsApp,Norte,0,1
1343,62,15726,37231,614,14,Telefone,Norte,0,1
1344,41,15361,21826,13,0,WhatsApp,Centro-Oeste,1,1
1345,69,16975,39165,508,3,Telefone,Sudeste,1,0
1346,73,4906,9474,465,6,Email,Norte,1,0
1347,32,9839,47645,220,4,Email,Centro-Oeste,1,1
1348,46,18916,18000,15,1,WhatsApp,Sul,0,1
1349,25,19195,49324,117,0,Email,Nordeste,0,0
1350,22,10079,2250,331,5,WhatsApp,Sudeste,1,1
1351,46,4621,4527,56,12,WhatsApp,Centro-Oeste,0,0
1352,64,19757,44796,351,12,Telefone,Nordeste,1,1
1353,21,17446,6245,132,4,WhatsApp,Nordeste,1,1
1354,29,5248,21948,226,2,WhatsApp,Centro-Oeste,1,1
1355,62,1777,42947,308,10,WhatsApp,Centro-Oeste,1,0
1356,19,19743,28951,475,10,Telefone,Centro-Oeste,1,1
1357,44,13063,28707,222,14,WhatsApp,Norte,1,1
1358,48,8292,6438,173,10,Telefone,Sul,0,0
1359,68,15418,12650,340,8,Telefone,Norte,0,0
1360,68,11874,13906,506,2,Telefone,Nordeste,1,0
1361,53,6175,20281,157,1,Email,Nordeste,0,0
1362,53,2670,38121,151,4,WhatsApp,Nordeste,1,0
1363,43,10181,18825,697,8,WhatsApp,Centro-Oeste,1,0
1364,60,12217,3648,178,7,WhatsApp,Sudeste,0,0
1365,44,13950,29379,533,5,WhatsApp,Norte,0,0
1366,22,12180,49511,112,2,Telefone,Sudeste,0,0
1367,37,11568,8433,683,5,WhatsApp,Sul,1,0
1368,28,3962,9936,138,4,WhatsApp,Sul,1,1
1369,27,15150,18169,233,0,Telefone,Norte,1,1
1370,57,1787,6974,332,4,Telefone,Nordeste,0,1
1371,55,19791,47947,542,13,Telefone,Sul,0,1
1372,23,2661,11728,307,6,Email,Sudeste,0,0
1373,25,18013,34038,161,8,Telefone,Sudeste,1,1
1374,40,3863,2343,402,11,Telefone,Centro-Oeste,0,0
1375,64,7483,573,590,14,WhatsApp,Nordeste,0,0
1376,43,18027,16559,278,0,Email,Centro-Oeste,0,1
1377,63,9707,21233,320,2,Telefone,Norte,1,1
1378,60,16258,41268,533,7,WhatsApp,Sul,1,1
1379,29,1744,25895,497,5,WhatsApp,Centro-Oeste,1,0
1380,43,18810,20702,363,12,Telefone,Centro-Oeste,1,1
1381,30,4678,13773,372,4,Email,Norte,1,0
1382,57,3676,49389,655,12,WhatsApp,Sudeste,0,0
1383,35,6502,33599,36,9,WhatsApp,Sudeste,0,0
1384,42,2386,8012,303,1,Email,Norte,1,0
1385,50,15221,28731,438,2,Email,Sudeste,0,0
1386,64,13642,23774,32,11,WhatsApp,Norte,0,1
1387,57,4154,38199,186,1,WhatsApp,Sudeste,0,0
1388,60,13484,46010,174,0,Telefone,Norte,0,0
1389,29,19255,22909,566,6,WhatsApp,Sudeste,0,0
1390,61,8635,46694,673,13,Email,Centro-Oeste,1,0
1391,53,1820,5613,250,2,WhatsApp,Centro-Oeste,0,0
1392,65,6154,41687,279,6,WhatsApp,Sudeste,0,0
1393,21,17631,3381,683,11,WhatsApp,Norte,0,0
1394,22,12270,46413,695,6,WhatsApp,Centro-Oeste,1,1
1395,73,8053,46824,2,7,WhatsApp,Sul,1,1
1396,54,13059,19749,194,0,WhatsApp,Sudeste,0,0
1397,25,10509,35843,166,4,Telefone,Sul,1,1
1398,59,14982,13214,110,9,WhatsApp,Sul,0,1
1399,66,8998,39453,380,8,Email,Nordeste,1,1
1400,45,8136,9156,583,11,WhatsApp,Sul,1,1
1401,48,8862,6241,676,10,Telefone,Sul,1,0
1402,26,17895,17161,285,6,WhatsApp,Nordeste,1,1
1403,71,18078,32055,421,0,WhatsApp,Nordeste,0,0
1404,68,4037,29190,113,7,Telefone,Nordeste,1,1
1405,46,16716,33333,228,2,Telefone,Norte,0,1
1406,31,4509,37530,471,12,Telefone,Nordeste,1,0
1407,57,15709,6204,528,3,Telefone,Norte,0,1
1408,58,17175,48623,496,3,Telefone,Sudeste,1,1
1409,39,16529,41862,31,14,WhatsApp,Norte,0,1
1410,28,3577,12675,162,9,Email,Sudeste,0,0
1411,40,15407,13196,705,13,Telefone,Nordeste,1,1
1412,18,5367,39523,378,11,Email,Nordeste,1,1
1413,63,17652,40709,446,7,Email,Sudeste,0,1
1414,54,6373,28554,427,0,WhatsApp,Centro-Oeste,0,0
1415,38,10135,21576,696,7,WhatsApp,Norte,1,0
1416,43,1797,15486,504,8,Telefone,Sul,0,0
1417,63,14595,46618,527,8,Telefone,Nordeste,1,1
1418,53,10536,14940,684,4,Telefone,Norte,1,1
1419,71,2515,8460,532,3,Telefone,Norte,1,0
1420,40,2884,22962,582,3,WhatsApp,Nordeste,0,0
1421,74,10245,18321,520,8,WhatsApp,Sudeste,1,0
1422,18,19153,27758,34,14,WhatsApp,Nordeste,0,1
1423,71,2760,27853,691,7,Telefone,Norte,0,0
1424,72,9201,23916,490,9,Telefone,Centro-Oeste,1,1
1425,68,11901,22615,620,14,WhatsApp,Sudeste,0,0
1426,57,17019,46933,423,9,Telefone,Nordeste,0,0
1427,32,13364,25468,468,11,WhatsApp,Sul,1,1
1428,38,17181,23231,24,6,WhatsApp,Nordeste,1,1
1429,64,7043,23285,216,11,Telefone,Norte,1,1
1430,26,19765,39897,55,2,WhatsApp,Norte,0,1
1431,70,13988,14328,26,3,Telefone,Sul,0,1
1432,26,11579,5041,281,14,Email,Sudeste,1,1
1433,27,12244,41144,327,8,Email,Norte,1,1
1434,69,5309,13811,186,13,WhatsApp,Sudeste,0,0
1435,74,8706,31031,495,12,WhatsApp,Sudeste,1,0
1436,70,15246,15088,12,7,Telefone,Nordeste,0,1
1437,43,17495,49916,641,11,Telefone,Sudeste,0,0
1438,58,17535,12880,434,11,Telefone,Norte,0,0
1439,52,13171,43145,208,0,WhatsApp,Norte,1,1
1440,69,14710,18318,133,2,WhatsApp,Centro-Oeste,0,1
1441,42,19293,31357,339,13,Telefone,Sudeste,0,1
1442,43,6697,22211,196,11,Telefone,Centro-Oeste,0,0
1443,28,17053,5597,262,9,WhatsApp,Nordeste,1,1
1444,55,8952,28893,282,1,WhatsApp,Centro-Oeste,1,1
1445,19,10218,22576,369,1,Telefone,Sudeste,0,0
1446,24,16359,19238,103,12,WhatsApp,Norte,1,1
1447,35,3672,29817,632,12,WhatsApp,Nordeste,0,0
1448,44,14658,39729,183,7,WhatsApp,Sudeste,1,1
1449,51,18163,7544,423,5,WhatsApp,Nordeste,1,1
1450,44,12585,5997,9,11,Telefone,Sul,1,1
1451,34,5481,14251,557,11,WhatsApp,Sudeste,0,0
1452,60,6747,30382,244,11,WhatsApp,Sul,1,0
1453,61,12053,42572,624,12,WhatsApp,Centro-Oeste,1,0
1454,68,7635,43694,567,5,WhatsApp,Sudeste,1,0
1455,71,7073,44326,393,3,Telefone,Sul,1,0
1456,41,15231,22949,527,0,WhatsApp,Norte,1,1
1457,42,8689,44528,37,10,Telefone,Centro-Oeste,1,1
1458,24,16041,33902,178,6,WhatsApp,Sudeste,0,0
1459,69,12378,33043,639,7,WhatsApp,Sudeste,1,1
1460,23,12587,29862,629,1,WhatsApp,Norte,1,0
1461,70,15167,27815,72,1,WhatsApp,Norte,1,1
1462,41,4276,28246,352,0,Telefone,Sul,0,0
1463,50,10811,10557,623,3,WhatsApp,Sul,1,0
1464,66,9197,46613,149,5,Email,Sul,1,1
1465,46,16129,43415,697,13,WhatsApp,Nordeste,1,1
1466,60,9886,21561,105,4,WhatsApp,Centro-Oeste,0,0
1467,39,18546,34657,659,3,WhatsApp,Sudeste,1,1
1468,43,9544,46339,221,13,Telefone,Centro-Oeste,1,1
1469,45,11115,11822,374,3,WhatsApp,Norte,0,0
1470,67,16534,4776,518,9,WhatsApp,Centro-Oeste,1,1
1471,38,6560,12806,260,14,WhatsApp,Centro-Oeste,1,1
1472,66,12400,34517,299,6,WhatsApp,Sul,1,1
1473,24,7081,28242,42,6,Email,Norte,1,1
1474,34,3514,32100,492,1,Telefone,Centro-Oeste,0,0
1475,37,14497,18129,439,12,Telefone,Sudeste,1,1
1476,58,12135,8745,47,6,Telefone,Sul,1,1
1477,66,15148,31914,85,1,Telefone,Centro-Oeste,1,1
1478,37,8648,44370,686,3,WhatsApp,Norte,1,0
1479,71,15522,30598,58,14,Telefone,Sudeste,0,1
1480,39,7419,49494,711,0,WhatsApp,Norte,1,0
1481,45,17386,11088,209,4,WhatsApp,Norte,0,1
1482,57,8138,942,248,0,Telefone,Norte,1,1
1483,66,6151,40244,211,3,Telefone,Nordeste,1,1
1484,24,2109,37943,39,12,Telefone,Sudeste,1,1
1485,18,9440,12303,252,8,Telefone,Norte,1,1
1486,49,11848,41221,643,12,WhatsApp,Nordeste,1,0
1487,30,5366,37645,413,11,WhatsApp,Sul,1,0
1488,47,18255,11099,446,7,WhatsApp,Nordeste,1,1
1489,40,18499,7558,52,5,Telefone,Sul,1,1
1490,68,3753,17706,374,14,Email,Nordeste,0,0
1491,73,6442,12394,526,7,WhatsApp,Norte,1,0
1492,36,13830,3439,156,4,WhatsApp,Nordeste,0,0
1493,49,2364,22649,542,6,WhatsApp,Nordeste,1,0
1494,47,2768,1531,90,7,Email,Norte,1,0
1495,46,8954,10708,679,6,Telefone,Sul,1,0
1496,66,15166,1062,351,13,WhatsApp,Norte,0,0
1497,62,13870,43998,69,3,Email,Sudeste,0,1
1498,46,6729,49992,163,4,Email,Nordeste,0,0
1499,47,17809,21451,242,12,WhatsApp,Sudeste,1,1
1500,33,5554,49420,495,13,Email,Norte,0,0
1501,57,2435,47266,383,9,WhatsApp,Norte,0,0
1502,36,13672,28851,52,5,WhatsApp,Centro-Oeste,0,1
1503,35,12030,19180,654,13,WhatsApp,Sudeste,0,0
1504,18,17060,49886,63,13,Email,Centro-Oeste,1,1
1505,31,17656,22086,509,11,Telefone,Sudeste,1,1
1506,68,18209,9808,292,10,WhatsApp,Centro-Oeste,1,1
1507,64,11226,10109,91,5,Email,Centro-Oeste,1,1
1508,67,9274,29995,664,12,WhatsApp,Sudeste,1,0
1509,19,3485,18175,424,8,Telefone,Norte,1,0
1510,71,15752,28564,669,9,Telefone,Sul,1,0
1511,45,6103,9220,365,13,WhatsApp,Norte,1,1
1512,66,17460,43440,150,13,WhatsApp,Sul,0,1
1513,67,10962,14957,271,1,Email,Sudeste,1,1
1514,47,15666,3439,581,5,WhatsApp,Nordeste,1,1
1515,55,9254,47613,116,12,Telefone,Norte,1,0
1516,68,15746,49426,704,2,Telefone,Centro-Oeste,1,0
1517,21,5578,38703,516,13,Telefone,Norte,1,0
1518,18,14353,23865,587,1,WhatsApp,Sudeste,1,1
1519,25,19251,5892,241,5,WhatsApp,Nordeste,1,1
1520,46,5542,26405,30,3,WhatsApp,Nordeste,1,1
